DILIrank_ID,Human Intestinal Absorption,Blood Brain Barrier,Caco-2 permeable,P-glycoprotein substrate,P-glycoprotein inhibitor I,P-glycoprotein inhibitor II,Renal organic cation transporter,CYP450 2C9 substrate,CYP450 2D6 substrate,CYP450 3A4 substrate,CYP450 1A2 substrate,CYP450 2C9 inhibitor,CYP450 2D6 inhibitor,CYP450 2C19 inhibitor,CYP450 3A4 inhibitor,CYP450 inhibitory promiscuity,hERG inhibition (predictor I),hERG inhibition (predictor II),Ames test,Carcinogenicity,Biodegradation,Rat acute toxicity(LD50-mol/kg)
oxyphenisatin,0.794314034,0.963475957,0.837161191,-1.440148184,-1.152808987,-0.872863541,-0.948827597,-0.617797349,-0.604202552,0.869021574,1.522952486,2.101965204,-0.658435304,-0.485181103,-0.636980767,1.38850609,-0.000142317,-0.917429891,-0.763616728,-0.674499933,-0.764485132,1.233207726
pemoline,0.794314034,0.972167638,-0.846652983,-1.841402074,-1.070865138,-0.888738123,-0.941921658,-0.602562352,-0.684799067,-1.325691042,1.238887882,-0.501920325,-0.900113125,-0.564633688,-1.009649703,-0.329826071,-0.009249731,-1.152651408,-0.332397175,-0.692616588,-0.492280082,0.642336825
perhexiline,0.763258259,0.967323095,1.118625209,-1.277764934,-1.025427823,-0.894671048,1.80416334,-0.781704903,2.04177778,-1.447984576,1.797338307,-0.820099005,2.008742702,-0.884343981,-0.84104449,-0.346768165,-0.155162122,-0.580957313,-0.962928133,-0.905138894,-0.398073063,0.796023561
phenoxypropazine,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
pirprofen,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
sulfathiazole,0.638523248,0.919447606,-1.16323788,-1.92276793,-1.129306927,-0.895953843,-0.956618914,-0.702115178,-0.895263652,-1.519900475,-0.991380295,-0.819914018,-0.888378113,-0.884516704,-0.757716992,-0.370517015,-0.03650738,-1.072399361,-0.966659086,-0.785754779,-0.729070699,0.005506582
tilbroquinol,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
tolrestat,0.788853678,0.728943056,0.937719554,-1.267311076,1.171388053,-0.61790812,-0.876580842,-0.473327549,-0.655268765,1.00682996,1.342742761,-0.214264599,-0.690151553,1.723082591,-0.427066389,1.879190995,-0.012543902,-0.416383642,-0.47162061,-0.524456863,-0.78091928,0.863495786
ximelagatran,0.122860865,-1.496982206,-1.255844346,1.141257649,-0.832397571,-0.987994353,-0.719692055,-0.806133433,-0.745164878,-1.158130647,-0.893670674,-0.48527144,-0.745972153,-0.48103575,-0.485750223,-0.320401331,-0.019842751,1.386275928,-0.39464517,-0.513772681,-0.437190965,0.509103626
zimelidine,0.746535918,0.908333653,1.198972501,0.731640674,-0.971059724,-0.813534292,1.672065106,-0.87469092,-0.499296562,0.942945278,-0.991533926,2.513377637,2.008901283,-0.884343981,2.126655477,2.398299721,-0.104199361,1.485736376,-0.755762091,-0.561851498,-0.772586472,0.645840817
fialuridine,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
tasosartan,0.794314034,0.974874883,0.924300728,0.683204468,1.548361093,1.39287237,1.551830923,-0.634345708,-0.900647629,1.283724424,-0.929159546,2.138777737,1.459100097,2.08441913,1.621726299,2.45552136,-0.193141974,-0.484101394,-0.164504316,-0.559761114,-0.78091928,0.83261176
acitretin,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
amiodarone,0.794314034,0.799046451,1.08565797,1.079231429,1.692193699,1.875523827,1.526863294,-0.629354933,2.041614629,1.243568338,1.797184675,2.51319265,2.008742702,-0.884343981,-0.757716992,2.559118706,3.188162919,1.652426226,-0.281342036,-0.474984457,-0.78091928,0.70711994
bosentan,0.666848846,-1.48558328,-1.491419293,-1.322019596,-0.616962022,-0.285985025,-0.996106724,-0.095342019,-0.90081078,0.868291464,-0.708391111,1.816159354,-0.795925246,-0.226960201,2.205905246,2.224390818,-0.018227961,-0.522029846,-0.376775872,-0.200679711,-0.78091928,0.392331043
cytarabine,0.729984213,0.920160039,-1.479988441,-1.712645398,-1.167066903,-0.997936011,-1.061624615,-0.621737434,-0.818582757,-1.200659593,-1.067888771,-0.924986977,-0.913592532,-0.964487458,-0.988197305,-0.295979285,-0.008474632,-1.073864409,-0.962928133,-0.814555616,-0.273312415,-0.055202123
danazol,0.794314034,0.965185796,1.461053771,0.712301038,-0.463258551,-0.895472795,-0.82416653,-0.768045941,-0.900647629,1.154494839,1.797338307,-0.51227963,-0.792119296,1.704255783,2.126655477,2.213918884,-0.197986343,-1.012657979,-0.521693918,-0.797135755,-0.679536787,-0.372435666
dantrolene,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
deferasirox,0.782369505,0.783800387,0.835338881,-1.682677674,-1.050183326,-0.821391408,-0.918016481,-0.433138678,-0.830492768,-1.248664368,-0.493153409,-0.456413374,-0.711242859,-0.347693586,-0.734668961,-0.449056519,-0.017905003,-1.067678652,-0.467104194,-0.6661384,-0.670741046,0.265453924
felbamate,0.716503959,0.968605474,-1.055390278,-1.686510755,-1.14591505,-0.963941955,-0.976628432,-0.905160914,-0.900647629,-1.518075198,-0.991380295,-0.841002605,1.722503549,-0.884516704,-0.757716992,-0.316137758,-0.005761785,-1.183905755,-0.662488281,-0.624098468,-0.333725271,-0.062454573
flutamide,0.785440956,0.947232488,1.240222966,-1.738954272,-0.942700572,-0.981259682,-1.064457821,-0.620949417,-0.871117327,0.968316623,1.797491938,-0.308608277,-0.87140992,2.227951952,-0.334874264,-0.417004922,-0.005180461,-1.012657979,-0.294498553,2.723998834,-0.763327797,0.644455518
isoniazid,0.775885332,0.981429266,1.145131532,-1.771012768,-1.1814815,-1.066565521,-0.979284563,-0.925912031,-0.900647629,-1.447802048,1.394055675,-0.857466501,-0.905029144,-0.96863281,-0.190735422,-0.313482374,-0.005761785,-1.151349144,2.510588567,-0.432712261,-0.736940573,0.232369716
ketoconazole,0.650297141,0.526754607,1.461053771,0.948383982,1.66493131,1.875523827,-0.375457516,-0.613331919,-0.900484479,1.283906952,1.797184675,2.513377637,2.008742702,2.227951952,2.126655477,2.847470887,-0.045421019,1.776955264,-0.544865097,-0.739766346,-0.78091928,1.375323138
lapatinib,0.794314034,0.455083861,-0.978190612,0.967549387,1.198807123,-0.720050637,-0.69383905,-0.29549836,-0.660489592,1.139710098,1.225675575,-0.167647722,-0.65415361,1.585422352,2.145271195,2.742003553,2.82515821,1.779234227,-0.23598151,-0.264088006,-0.78091928,0.652359873
leflunomide,0.794314034,0.989123541,0.832025591,-1.906041758,-0.87501464,-0.894831398,-0.996992101,-0.784068955,-0.900647629,-1.019592151,1.809936088,-0.820099005,-0.87140992,-0.884516704,-0.191799178,1.439743767,-0.005309644,-1.06702752,-0.250512587,-0.328889889,-0.742958712,1.013352577
methotrexate,0.497577805,-1.777395784,-1.29229054,1.101532992,-0.864047012,-1.053577226,-0.949535899,-0.771460681,-0.713350464,0.876505208,-0.991380295,-0.819914018,-0.87140992,-0.884343981,-0.761972013,-0.298634668,-0.025655994,-0.72355527,-0.962928133,-0.897938685,-0.720969358,1.392924588
mexiletine,0.794314034,0.908333653,1.211066011,-1.491546316,-1.025271142,-0.990239244,-0.76590873,-0.690294921,2.041614629,-1.065589122,1.797338307,-0.882809803,2.008901283,-0.884516704,-0.903628759,-0.438322787,-0.063248296,-0.659255963,-0.418012714,-0.498210939,-0.609865257,0.690740813
nefazodone,0.794314034,0.959913793,0.869631437,0.689825244,1.69235038,1.873118587,1.630629467,-0.613331919,-0.900484479,1.301612135,-0.820234827,1.967664202,-0.802902821,-0.264095649,-0.828988597,2.339582091,5.007707874,1.595452156,-0.192388276,-0.403446894,-0.78091928,0.913122097
nevirapine,0.787147317,0.961623632,1.461219435,-1.29902111,-0.666002987,-0.834700402,-0.637529079,-0.161798127,2.04177778,1.1021094,1.346890811,-0.623642169,-0.906297794,-0.702293927,-0.757716992,-0.459304055,-0.008668407,-0.945428577,1.999055354,-0.866815199,-0.697591204,0.722602697
oxandrolone,0.77861551,0.930419072,1.088308602,0.808302294,-0.446180387,-0.742018494,-0.780960137,-0.589428734,-0.843055383,1.221117436,-0.879997472,-0.602368594,-0.939441275,-0.857226468,-0.783601704,-0.295530488,-0.016096439,-0.752042305,-1.034994425,-0.894222447,-0.658010367,-0.218748931
oxymetholone,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
pazopanib,0.794314034,0.823696628,0.820594739,-1.76961892,-0.922645481,1.332260326,-0.81956257,-0.58680201,-0.719876498,-1.167987141,-0.369940963,-0.079038659,-0.641149948,-0.501935235,-0.239313581,-0.450889108,-0.04794009,-0.751391173,-0.454536775,-0.677287111,-0.765873933,0.497043374
pentostatin,0.487851546,0.869577305,-1.172515093,0.756904162,-1.058487387,-0.89659524,-0.883486782,-0.625940192,-0.71432937,0.881981038,-0.949285269,-0.828608435,-0.868238295,-0.874671492,-0.954866306,-0.302860841,-0.005890968,-0.636629118,-0.667397429,-0.554651289,-0.771892072,0.395590571
propylthiouracil,0.650297141,0.860315677,1.461219435,-1.334912687,-0.924995687,-1.033373211,-0.864716792,-0.265291038,-0.706498129,-1.284804845,-0.991380295,-0.820099005,-0.87140992,-0.884343981,-0.926144913,1.207117234,-0.012414719,-0.962032449,-0.760278507,-0.869834642,-0.698285604,0.31980655
stavudine,0.775373424,0.908191166,-1.491750622,-1.707244238,-1.071021819,-0.748913515,-1.009741528,-0.300489135,-0.860838824,-1.165614282,-1.036087055,-0.819914018,-0.87140992,-0.884516704,-0.927917839,-0.309630199,-0.035409323,-1.117001919,-0.598276626,-0.576019652,0.114394607,-0.004842419
sunitinib,0.783734594,0.710419801,-0.993100419,1.184466926,1.417376279,-0.345955671,-0.683745753,-0.831087308,-0.672236453,1.101561817,-0.466114269,-0.332841654,-0.493193644,-0.406937579,-0.346752865,1.967080441,-0.088116056,1.776141349,-0.288803941,-0.50843059,-0.78091928,0.72789943
tolcapone,0.630673986,-1.770413941,-0.905960881,-1.474297451,-0.647671381,-0.933154885,-1.028157368,-0.260300263,-0.871933081,0.88891709,-1.015039542,2.396465471,-0.85618612,-0.838917829,-0.452064639,-0.439070782,-0.104328544,-0.943800746,-0.962928133,-0.099412252,-0.64967756,0.384019247
valproic acid,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
zidovudine,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
maraviroc,0.78919495,0.75829529,-1.491584957,0.847852721,1.749852086,2.042768169,-0.38448836,-0.721027588,-0.61154434,1.428103805,-0.92547239,1.973028843,-0.728686797,1.656238786,1.79086339,2.259546596,-0.006278518,1.86941604,-0.406819857,-0.327264035,-0.78091928,0.75405714
tipranavir,0.634939889,-1.397526577,-1.018778419,0.597134376,-0.441793336,-0.952557153,-1.018772373,-0.73573724,-0.900647629,0.870299268,-0.632343529,-0.198540652,-0.753108309,-0.255286775,-0.249419256,1.325674486,-0.108785364,-0.73364782,-0.363226624,-0.378362294,-0.78091928,0.644699983
abacavir,0.794314034,0.90847614,-0.969907386,-1.289438408,-1.083869612,-0.523462369,-0.745545061,-0.796414556,-0.900647629,-1.414764541,-0.428320925,-0.752763517,-0.652726379,-0.822509143,-0.275658553,-0.338128819,-0.067382158,-1.012657979,-0.477904319,-0.696332825,-0.736014706,0.561989465
acarbose,-2.356823368,-1.813872346,-1.208795623,0.603929383,1.199903886,-0.857470006,-0.907214883,-0.53006478,-0.800962466,-1.105745208,-0.952357899,-0.747213889,-0.830654539,-0.775010315,-1.032697735,-0.39497646,-0.088826564,-0.940056736,-0.751245675,-0.933475201,0.04148254,-0.264952737
acetaminophen,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
acetazolamide,0.650297141,0.908333653,-1.293450192,-1.78042124,-1.101417816,-0.993927278,-1.034355006,-0.460456604,-0.900647629,-1.49525924,-1.024257431,-0.820099005,-0.933890931,-0.884516704,-0.886785967,-0.333827846,-0.00227384,-1.129047865,-0.828024748,-0.550238257,-0.619123932,0.087809659
albendazole,0.784758411,0.908191166,-1.491584957,-1.478653225,-0.734942363,-0.445853298,-0.869320752,-0.57235503,2.041614629,-1.190438044,1.797184675,-0.819914018,-0.87140992,-0.884343981,-0.764454109,-0.362289067,-0.016419397,-0.982543114,-0.719827128,-0.855434223,-0.78091928,0.235547756
allopurinol,0.78919495,0.9800044,-1.040149142,-1.613159523,-1.080736004,-1.05020989,-0.908277335,-0.80692145,-0.760337907,-1.207778172,-0.956352317,-0.894279035,-0.871251338,-0.914225062,-0.805763273,-0.319952534,-0.029079348,-1.128885082,-0.561752565,-0.826633386,-0.705692544,0.262846301
atomoxetine,0.794314034,0.945095189,1.403733847,0.746276074,1.568102823,-0.752761899,1.67383586,-0.493815994,2.04177778,1.06615145,1.830676338,-0.91240782,2.025552314,-0.884343981,-0.724563286,-0.38719731,3.963261941,1.707121333,-0.689194045,-0.660099514,-0.320994592,0.595236648
atorvastatin,0.61463419,-1.543432829,-1.491419293,0.591733217,1.472997821,1.929401199,-0.815843987,-0.610442523,-0.900647629,1.180231239,-0.915486344,-0.47213732,-0.841438064,-0.394846968,-0.468020968,1.915468766,-0.003694855,-0.421267134,-0.963124499,-0.493797907,-0.774901141,0.63761051
azathioprine,0.727254035,0.886105747,0.830037617,-1.675359974,-0.91058109,-0.541100795,-0.879945274,-0.603613041,-0.763111471,-1.153384928,-0.991533926,-0.819914018,-0.87140992,-0.884343981,-1.010181581,1.955112516,-0.16323607,-0.966264808,2.627426287,-0.820129972,-0.682777323,0.786978371
bexarotene,0.786464772,0.857038486,1.307648426,0.772410717,-0.490677621,-0.621115106,-0.880476501,-0.567101583,-0.900647629,1.170192218,-0.857106382,-0.755908306,1.478764172,2.116891056,-0.727399966,-0.421343294,-0.016677763,-1.061492896,-0.856890538,-0.52190195,-0.625836471,0.346942118
bicalutamide,0.704047522,0.795484286,-1.015796458,-1.496773244,-0.7730157,-0.941172352,-1.07100961,-0.346719471,-0.732765414,-1.078913642,-0.909648348,-0.297509021,-0.784507396,2.052119927,2.112294781,1.454703672,-0.000142317,-1.016727556,-0.570589032,-0.096625074,-0.78091928,0.531431392
bortezomib,-2.095408817,-1.359340175,-1.097137737,0.70724834,-0.879401691,-1.072979494,-1.048521036,-0.41553963,2.041614629,-1.019227096,-0.915332713,-0.671368971,-0.882986351,-0.72595698,-0.580247151,-0.303683636,-0.001627924,-0.989705568,-0.630480636,-0.560457909,-0.767725668,0.543980574
busulfan,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
carbamazepine,0.787829861,0.99040592,1.07538677,-1.448859732,-1.020100689,-0.813373942,-0.823989454,-0.499857458,2.028888864,-1.200842121,-0.991380295,-0.819914018,-0.871568501,-0.884343981,-0.74229254,2.089003672,-0.019907342,-1.012657979,-0.260330883,-0.742553524,-0.729996567,0.266431782
chlorzoxazone,0.794314034,0.983566564,0.820594739,-1.843841307,-1.182421583,-0.954802044,-0.969899568,-0.703953884,1.642384522,-1.048979105,1.797338307,-0.906673204,-0.888378113,-0.884343981,-0.972772853,-0.338166219,-0.083077913,-1.163232307,-0.732198181,-0.886325444,-0.701063207,0.368862443
ciprofloxacin,-0.91204726,-0.428475386,-0.007727858,-0.322282375,0.350539442,0.53051372,0.62395593,1.461254403,0.586635433,-0.068440501,0.39821643,0.85792356,0.592453578,0.674481192,0.715406792,-0.662870971,-0.643409914,0.409089238,0.830285418,1.312525556,1.533749506,-1.455495265
clarithromycin,-1.839283987,-1.834817873,-1.444701898,1.021735214,1.678405824,-0.466859059,-0.967420512,-0.613331919,-0.907989417,1.149384064,-0.980318828,-0.779401732,-0.875691613,-0.851526609,-0.263957245,-0.327021089,-0.005051278,-1.062144028,-0.930527757,-0.846143631,-0.78091928,0.763917212
clomipramine,0.767524162,0.966895635,1.382363124,1.005009042,1.693760503,1.875363478,2.13263817,-0.607290455,2.041614629,1.283724424,1.684726433,-0.839522704,2.008901283,-0.884343981,-0.697792111,-0.435704804,-0.069190722,1.716074401,-0.884970864,-0.771122096,-0.773280873,0.779399969
clozapine,0.777932966,0.941390538,1.011274601,1.190739241,1.414556032,1.718221143,2.049235666,-0.51115237,2.04177778,1.042787909,1.277295751,-0.886879531,2.008901283,-0.884516704,-0.904515222,-0.449318318,-0.114469423,1.575267057,-0.962928133,-0.802477846,-0.78091928,1.05743769
cyclosporine,0.577094242,-1.804753206,-1.166385506,1.1522342,1.711308708,-0.430299414,-1.055604052,-0.805082744,-0.852844433,1.101014234,-0.991380295,-0.849512034,-0.876801682,-0.884516704,-0.368205263,-0.290070122,-0.009443506,-1.090793846,-0.963124499,-0.765780005,-0.60593032,0.89038689
dactinomycin,0.38802941,-1.804753206,-1.09581242,1.135682259,-0.665062905,-0.854583718,-0.82416653,-0.794838522,-0.805856991,1.316944459,-0.991380295,-0.820099005,-0.871251338,-0.884343981,-0.811791219,-0.338203619,-0.048650598,-0.432661948,-0.963124499,-0.782270807,-0.741569911,2.110998562
darunavir,0.732202483,-1.214716302,1.197315856,0.978177475,1.53943031,-0.861799437,-0.942629959,-0.048323666,1.697529506,1.117259196,-0.727595046,-0.436804688,-0.800524102,-0.46324528,-0.184530183,-0.396135853,-0.008862181,-0.985961558,-0.334753566,-0.543502577,-0.78091928,0.620986918
diclofenac,0.717186504,0.930989018,1.461219435,-1.711948474,-0.942700572,-1.0005016,-0.984950975,-0.582073908,-0.900647629,-1.295756505,1.308175679,2.113249448,-0.752315403,-0.870871586,-0.817641873,-0.415770729,-0.028885573,-1.003867694,-0.963124499,-0.245042291,-0.715877087,1.514504975
didanosine,0.787488589,0.74418912,-1.501856157,-1.358608097,-1.130090329,-0.492194252,-0.801323806,-0.657198203,-0.682188654,-1.023790288,-0.667064243,-0.818804092,-0.857771932,-0.81888196,-0.988020012,-0.39030149,-0.032954843,-1.012820762,2.535134306,-0.799690668,-0.428626691,0.245489316
