DILIrank_ID,PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,PC-9,PC-10,PC-11,PC-12,PC-13,PC-14,PC-15,PC-16,PC-17,PC-18,PC-19,PC-20,PC-21,PC-22,PC-23,PC-24,PC-25,PC-26,PC-27,PC-28,PC-29,PC-30,PC-31,PC-32,PC-33,PC-34,PC-35,PC-36,PC-37,PC-38,PC-39,PC-40,PC-41,PC-42,PC-43,PC-44,PC-45,PC-46,PC-47,PC-48,PC-49,PC-50
benzarone,-22.54903479,-3.356948489,0.266039175,0.144357401,-1.706947047,1.318079478,1.425593254,2.128175227,-1.502050228,-5.778546962,0.974405403,-2.509462016,-0.948015938,-3.112327723,1.826311644,-0.238823222,0.634323857,-1.005838455,1.807448339,-1.563473821,0.777242272,0.288816428,-2.764371594,-1.192961968,0.162511627,-1.178865334,-1.96739467,0.02456289,-0.017478839,-0.943501625,-0.565238912,3.469278131,-0.880679084,-2.040534554,-1.817111688,-1.855073972,-0.776575778,2.108192027,2.276170272,0.055375643,1.197716742,0.178511666,0.841190636,1.188256824,0.17465377,-1.567379719,-0.951531847,0.799282329,-0.499420798,-0.859980332
benzbromarone,-14.7619434,-1.714055956,1.904579539,3.40610421,-2.036934346,0.513530965,1.326357399,-0.306065757,-0.771050649,-2.791405709,-2.634012139,-4.26313997,-3.81771947,-5.414050081,1.305894651,-1.29172244,-1.022107538,-0.461149653,2.6729141,-0.373835402,-0.578067503,-1.140718061,-1.658443961,-1.174994207,-0.00652186,-0.450439881,-2.34134518,-0.913135956,0.893291753,-0.811917522,-0.154095748,3.057474824,-2.001188418,-1.744970194,-1.416476199,-1.945155137,-1.120807582,2.158066057,2.455288774,-0.135622169,0.96640603,0.019209918,0.470567449,1.227408768,-0.743619916,-1.365055404,-1.821845417,-0.302209518,-0.345433193,-0.540527906
benziodarone,-14.84700157,-1.645738863,2.35496813,3.286793874,-2.331708729,0.598187474,1.320183193,-0.123698215,-0.750344011,-3.000079335,-2.834613522,-4.630587978,-4.16923219,-5.812156594,1.084833685,-1.61745926,-0.957749614,-0.406831499,2.678281903,-0.442827379,-0.651238423,-1.518309085,-1.484660374,-1.32493004,-0.250783889,-0.512627357,-2.582798883,-1.441682057,0.77947299,-1.002491597,-0.103407776,3.095182678,-2.399194871,-1.793806984,-1.56058552,-2.299734761,-1.203744815,2.616232606,2.765063491,0.246319315,1.612240884,0.071730679,-0.124217636,1.103081028,-1.502539138,-1.186688938,-1.686653225,-0.771693283,0.105417579,0.528421072
bromfenac,-16.49249797,-3.666704134,5.884144287,0.780227413,-3.169086243,5.735362137,-0.248649758,3.230456476,-1.055493161,-6.87155881,1.24401243,0.578291179,1.250337581,-1.373256204,1.746367399,-1.567084881,0.779563458,-1.967190083,-0.041082103,-0.651726214,2.746010926,0.582358479,0.019593325,-0.726390234,0.809024467,-0.795217965,0.837007513,-0.517729915,-0.662077241,-1.990978749,0.375036677,0.978646427,1.299813021,-0.890386563,-1.780465331,-1.841804714,1.058392505,-0.466070163,1.235080914,-0.395596545,-1.371294412,0.065722286,0.961246985,1.252308299,-0.530196073,-1.585826638,0.80242921,1.584017729,-3.192682892,-1.940212876
cinchophen,-22.69762949,-5.972851936,-4.061695787,-0.270561924,-0.984137141,6.349809546,2.141297901,1.457315955,-2.306011893,-3.391328528,1.258855486,-4.012166772,1.844035474,-4.595450522,0.373850305,-1.851157043,0.278991359,-1.474982969,1.265499371,-0.864516159,-1.302405137,-1.280998418,1.446876388,0.369741246,-1.231376245,-0.382089329,2.163295951,0.097961437,1.213647673,-0.273645071,-0.991887647,0.193549482,0.494490179,0.47009791,2.284317513,-0.794128987,-1.522771024,0.320910982,-0.327204095,-0.320159493,-0.87483514,-1.272024282,-0.365311291,-0.53677502,1.557095338,-0.017886987,-1.235504146,-0.158900334,-0.226915276,-0.298818921
clomacran,-17.86387962,-5.35186006,-5.048852417,1.707597084,0.239009851,-5.891666176,-0.83345772,0.688682217,-1.745474289,0.579890626,2.362513431,0.959989935,-4.80338116,2.646166886,3.697239065,-2.310421308,-0.894482751,-0.2115032,-0.970386786,-0.680894231,-0.195439355,-1.112425704,3.021433718,-1.319068278,3.135525835,1.677406395,-0.0171173,0.375934229,0.452146437,-1.26068343,-0.514543852,-0.348975672,-0.522979201,-0.70823662,-0.872657837,-0.487792723,1.746018341,0.655942536,-0.489878056,-0.341054589,0.42449766,-0.747189063,0.216536437,-0.139024611,-0.898574408,1.281430501,0.427179479,0.673306335,0.074477328,-0.043835471
clometacin,-19.61831332,0.491870094,6.308898994,1.485118067,-6.718293081,-0.258992309,-3.096395947,1.905800375,-3.26898229,-7.351733576,-1.552551751,-1.026856447,1.940239612,1.417732746,2.451609518,-1.569119607,0.577833785,2.532343117,-2.474273414,0.736748189,3.088231088,0.964383398,-0.758662295,-0.84761674,0.580535939,0.726979793,-1.261048542,-0.481613414,-0.42654133,-1.95837887,0.322499527,0.911534397,-0.570396557,0.540646386,-1.49415191,-1.138230545,0.038038571,1.896057064,2.881676464,1.988725743,-1.20017994,-1.16158321,-0.050113274,0.521062873,0.47624008,0.011430048,0.619002311,0.319216088,-1.75326449,-0.64550972
cyclofenil,-11.14754251,4.946390119,-0.927864902,-2.522760472,-2.553316296,1.237940739,-5.939665267,-1.077151967,-3.524796249,-6.681027813,-0.186348199,1.968633727,4.034260346,1.125915633,-1.480289871,0.30380362,3.479618328,-0.001822628,0.029110826,-1.171825379,4.723726787,1.435005845,0.282387375,-0.656658413,0.287573526,-0.281796666,-1.914108583,0.236926054,-2.580279893,-1.3894394,-0.499822658,2.558832832,0.575457289,-0.156293495,-2.619579582,-1.261203507,-0.703234755,-0.722367977,0.845084283,1.373037103,2.038970307,0.028816082,1.011041373,0.646600632,-1.645831804,-1.154255748,0.403452324,0.06978195,0.69400677,-1.02336904
exifone,-1.937807082,-1.918738492,4.910901545,8.134584815,-3.164484003,0.959305117,3.012080003,1.73071526,3.617365567,-8.235955504,-3.030337991,-4.098432249,-3.849487389,-3.968209277,-1.104253345,-0.136670948,0.058969421,-1.186672414,2.871580916,1.800395217,1.613991335,-1.017164505,1.465321456,-0.169247259,-0.073291919,-0.592258667,-2.134089947,-0.966677927,0.065395005,1.09254891,-0.671771953,0.900529384,-1.101775938,-1.166062949,-0.363403322,0.454604673,-0.639269942,-0.308363346,-0.262189114,0.13679477,-0.375735627,-0.992627683,-0.585868737,0.638349781,-0.163263807,-0.823730378,-1.520810631,-0.118079179,1.151554169,0.949419752
fenclozic acid,-12.90665772,-5.027836201,5.526348056,6.415192986,0.053264052,3.465582413,-1.132572055,4.412320375,0.892711558,-5.499779184,0.411817906,2.428827957,0.992806889,1.311781104,5.153740428,-2.248434393,-2.151984703,-0.122209143,-3.719642193,1.557453131,1.157507055,-0.1811171,-0.324887297,-0.578868434,-0.004540111,-0.873889875,1.62598718,0.408830243,2.719972073,0.160357579,0.833973852,-1.002009673,1.070612653,0.156274291,1.940112106,0.223426582,-0.690845757,0.770871538,2.427114536,1.221657106,-1.530506437,-0.517724612,-0.354366512,-0.779478858,-0.608729026,0.366546212,-1.736473521,1.67736111,-0.667521878,-0.67249856
fipexide,-12.04193394,3.968382248,-4.720434843,1.891482991,-2.10987026,-2.447287062,-6.940986262,6.699299607,-1.27484729,-4.620304651,-3.865813145,2.029610739,1.62686083,2.504714887,2.195986972,1.416552059,1.302447398,2.081397066,-3.37134082,1.122698496,-0.712653248,0.08003502,-0.752007792,-1.284135432,-2.027703331,-0.535757723,-1.907308721,-0.010161016,0.203092992,0.688566428,-0.304976321,-1.966173563,-0.292692321,0.908928279,-0.668908415,-0.791212036,-0.477216231,-0.12293243,1.447699161,0.360061214,1.710563421,-0.561599069,-0.051428296,1.81721402,-1.861017375,0.815026012,-0.394305061,1.410069333,0.675075475,0.892554004
glafenine,-19.91097187,-4.805237048,0.185614977,0.160863098,-2.927064589,-0.877560169,1.240575316,4.386680999,-0.900270476,-2.275329158,-0.548123774,-1.533694154,2.277573842,-0.751495925,0.371405749,-2.009348556,-2.563013961,2.988040785,-1.707806017,0.728101242,0.762376301,-3.138649487,0.139519528,-0.56257557,1.496645122,0.934668643,0.535546135,1.066804853,0.806054045,1.83898142,-0.691634516,1.244731386,-1.144768496,0.013732605,0.733806374,-1.810774487,0.443814033,0.015527539,0.76597935,0.283908559,0.294134542,1.059346158,0.258686249,0.566852586,1.01012638,-0.457619678,-1.669101319,-0.620548801,0.143783109,-1.177966812
ibufenac,-13.11568914,-4.931696262,13.91514465,-2.172759725,6.828550422,-2.881239517,0.014158221,1.479503436,4.550959287,-4.152931264,-0.46929013,1.361482354,2.959474004,-0.029045894,2.459458275,2.155822894,-1.006363203,-1.289458894,-1.968408948,-1.068411838,-0.291330704,1.324397387,-3.128570297,-2.42956381,-1.347012196,-0.260600423,1.595554319,-0.326973244,1.257765024,-2.743547622,-0.822216693,-3.780245361,1.106822958,-0.149989108,1.839055211,1.499341445,-0.009986856,-0.227850785,1.235331237,0.140623184,-0.428864973,-0.039509352,-0.31024614,-0.014052112,-0.925519243,0.619270975,0.566364753,-0.764956559,0.058369828,0.703801363
iproniazid,-1.962081337,-7.071710808,8.315365414,2.260409066,6.124909223,1.541720964,-0.537068343,-5.458893093,2.467684826,-1.347294424,-2.70976786,3.420128745,3.805949649,-0.416432111,1.306451583,1.106730745,-5.129492054,-0.299330857,2.37255183,-1.716423534,2.302116402,1.885316642,-1.844892709,1.394062999,-2.510393905,0.745425214,-1.385756654,0.218867664,-2.001172005,3.747642677,-2.182399349,-1.349424002,0.077221594,0.348450405,0.043708213,-0.852613635,-0.831356016,0.540127772,-0.169691284,-2.290631904,0.728834123,1.150032792,1.863894039,1.019464156,-1.670650028,1.171172746,-1.788516261,-3.390428341,0.490565657,-0.536819757
isaxonine,9.547948459,-10.12884868,-0.254731825,7.057590014,5.119113081,-1.389502892,1.280260666,-7.027219704,2.655978406,4.075559872,-1.007555012,1.31261595,5.104183773,2.158829676,-1.468137886,-0.280727916,-5.571777719,0.116599017,1.884799606,-0.490666854,1.606044199,-0.176895491,-1.582058082,1.83147956,-1.999907701,1.756106553,0.159148913,0.444467311,-2.278086406,1.188606709,-2.469839725,0.378061178,-1.930434117,-0.191925264,0.040717704,-0.645081259,-2.051517494,-1.857827601,-1.282721358,-2.035540541,1.5379379,2.264248903,0.711827227,1.022294557,-0.825508477,1.267854871,-1.097431541,-1.835468799,-1.402963875,0.651770384
lumiracoxib,-18.15610373,-2.4026796,5.780489059,5.000523803,-2.190007291,1.424527769,-1.475007158,2.144214815,0.13167174,-6.089713646,-1.670398925,-1.000401748,-1.738806821,-0.87106167,3.271153951,-2.034174216,-2.739959069,2.096477005,-0.290207432,-1.02132705,-0.422667079,-1.226054851,0.145364897,0.133920235,1.405325199,-1.900890199,1.736924849,-0.082632112,1.27527819,-0.996366163,-0.852518416,-0.516206086,0.536546376,0.200159351,1.066034269,-0.681521884,0.530311984,0.64835154,0.970457851,0.029116813,-0.989811313,0.809984212,0.252999344,0.626349414,0.503104037,-0.395261252,2.673409359,1.102156379,-2.106368562,-0.373682137
mebanazine,-9.344866935,-11.39401829,-5.157774549,-0.908322744,12.44736063,4.430229955,6.375268646,-6.363970719,2.840409168,3.150814421,-4.112851766,0.464313101,-1.369423398,-0.231858369,-1.906846944,-0.423337606,-2.885731068,-1.019026761,-0.624220063,0.597141943,-1.665608254,-0.184499115,-1.562158348,-0.137022731,-1.480493611,0.902468767,-1.337195646,-1.675872383,-1.994251813,1.21723698,0.812288956,0.85313136,1.20392656,-0.589317426,-1.468146313,-0.129407329,-0.880244997,1.808104577,0.213956643,1.058903223,0.231309063,1.135174761,0.210644152,-0.342963448,-0.587212385,-0.014854165,2.041114239,0.560957302,0.669692452,-0.546317688
mepazine,-15.39481548,3.149184375,-12.82495595,-0.493917058,3.999387534,1.864817164,-1.508582196,2.514459079,-0.417406873,2.199241245,-0.305330902,-1.176098281,-0.394100523,1.94328592,0.886441504,1.333622876,1.535342912,-0.8268088,1.515695535,-0.772953365,-0.169578856,-1.617330431,0.161285159,1.574132048,0.379982501,0.369755019,1.177210009,1.661575194,-0.59632784,-1.141770369,-2.078952336,-1.029909098,2.17895722,-0.91184105,-0.468629118,-0.60666481,2.316491229,-0.265525947,-0.36998927,-0.253567286,0.101035397,-2.342711666,-0.819898547,0.485743695,0.785445013,-0.04529338,0.27252819,-0.495579078,0.201969873,0.828198107
moxisylyte,0.999848891,-2.359137538,10.06606188,1.122929466,0.169677504,-9.890832046,-2.898244546,-6.076312394,-3.399059528,1.251361262,-1.612256751,-2.184118193,2.468209319,1.210570447,1.5958561,0.083234418,3.148418821,-0.557895441,0.064982588,-0.373620785,-0.968386472,-2.151022054,4.19657896,-0.543374018,0.538672696,1.067621175,0.677291759,-1.215371724,2.168213054,-2.065936175,0.358022926,-0.126058556,1.003180738,0.985933641,0.003217877,-1.759391115,-0.811538146,-0.117523734,-1.150792092,-1.544188059,1.06750573,0.342228243,1.333290922,0.73327786,-2.167495476,-0.742237565,0.898242374,-1.36869075,1.210792195,0.75259683
nialamide,-15.02640206,-7.969579636,0.19441687,-7.821833073,1.089862934,4.80306022,0.271496287,1.065510514,-1.242749217,0.899298809,1.883489106,4.152539279,1.015312752,-2.674838311,-1.005707049,-0.810001476,-1.397901241,-3.14E-05,2.308343235,-0.5240826,2.034495219,0.111489097,-0.318042854,0.217265223,-1.688580867,-1.287948311,0.242347925,-0.488827755,-0.46760446,1.871358515,-1.40908345,-2.801908362,-0.831339738,0.494152103,-1.551122845,-1.029289359,0.785114236,0.742749166,0.836161519,-1.234039116,0.250746694,1.806208311,0.777055335,0.968022221,0.242866459,1.015575815,-1.734244282,-0.530537811,0.426819376,-0.392980606
niperotidine,-3.386258553,-3.495129721,2.655122217,0.596095975,-2.246522744,-6.172688143,-3.146543565,0.670271052,-0.553484668,-0.434434047,1.978367255,4.41717843,-4.338328901,2.044120758,1.248705604,-0.459771936,1.353468163,-0.562415798,5.055646324,-4.122315938,-1.53977152,0.196666189,0.005964653,-2.166332107,-0.898954029,0.246735423,-0.058650724,-1.220425322,3.559084637,4.524352971,-0.957805542,-5.728926828,0.281915193,0.259413173,-2.493017766,-1.18083408,-3.183618875,1.837799889,-0.688339214,4.547391306,-0.629672236,-0.600447295,0.434671817,0.864454473,-1.973948367,1.494312499,-1.015621961,3.628555604,1.487379363,-0.65381578
nitrefazole,-5.233939625,-4.733776097,-0.293707249,9.265193494,-1.48328013,3.108416647,-0.418784532,-1.720582801,-0.8849409,-0.665803787,1.97985397,2.342500659,-0.662929095,1.091958177,-0.123664459,3.55276798,0.639270741,2.490597376,0.693722431,-2.085032217,2.61159432,1.441774963,-1.76700013,-0.772231619,-0.824845468,0.839179707,0.479584298,0.326573459,3.681177001,1.134226546,1.465453386,-1.917099599,1.610359989,-2.873502287,-1.492419535,0.37866317,-2.330568712,-0.747303776,-0.999499063,3.295016102,-1.779251372,-2.328759917,0.141591263,0.570998933,2.477915391,-0.672578753,0.675108981,-1.766135783,-0.710901676,0.169772621
nomifensine,-17.20342303,-1.501711791,-10.51815148,2.054186221,3.718235123,3.789765043,2.675110545,-0.591433829,-0.665115059,1.738115138,0.140636879,-0.352431793,-1.278476753,0.269521038,0.684667428,-0.026400597,1.523076286,-2.46264691,-0.082188269,-1.081952763,-0.140308388,-0.572156476,-0.467038691,2.252248901,1.187676157,0.587533273,0.829450535,0.066205823,-2.043026167,-0.056430518,-1.309558135,0.01636744,1.694504855,-1.122179443,-0.392667658,0.577707193,0.882676455,-0.129751753,-0.311895521,0.770919969,-0.432819144,-1.654362801,-0.344698138,0.689108727,0.790753096,-0.880474083,1.552316172,0.286895267,-0.517539143,-0.066582239
oxyphenisatin,-13.90828714,-1.266990146,-2.510613641,-3.324451426,-6.629092992,2.707110877,-0.859073753,-3.871496278,-5.94511385,-4.509687097,2.141271465,-1.722642832,1.373378296,-0.365389303,-1.535485746,1.063988514,2.948962094,0.509675846,-1.612088775,-0.716171941,2.589748184,1.552331914,-0.312256016,-1.089042163,0.160472881,-0.98034048,-3.173349806,0.204936759,-2.864809309,-0.433885823,0.545893414,2.11997025,-0.918370417,0.824628195,-1.381517502,-1.193938895,-0.863613242,-1.520042519,0.046425457,0.473995334,2.118061466,0.48896587,0.433175524,-0.13232097,-1.636007509,0.516789989,0.980213502,0.105099257,1.771733531,-1.47419869
pemoline,-10.61449691,-4.00814395,-4.896616936,5.95578715,5.518758402,6.395836478,6.256333889,-2.789364138,0.583364249,4.240207852,-0.562927709,1.76182917,-2.671508965,-3.626373147,0.611255878,-0.498595959,0.616530345,-2.228317878,-1.719577656,0.624751122,-0.698049132,0.444144647,-0.410498369,0.132783458,-0.89642565,0.046793955,-0.347849367,-0.895521743,-0.026614922,0.90294702,1.116670557,0.657399621,1.269158684,-0.386824603,-0.200244591,-0.542698033,-0.112095609,1.098827591,0.555346915,0.01357669,1.243056404,0.08154344,1.435811627,1.60654507,-0.210188743,0.350970065,-1.252766218,0.777512418,-0.153963186,-0.836307944
perhexiline,29.5898925,4.477897581,-11.73187198,-0.319522475,7.477440995,1.571416859,-5.719333175,0.371883653,1.794245399,-0.856933006,-2.18460249,1.785824704,1.680949744,0.904992075,-5.017148571,-1.78057403,-1.092991716,-1.166438849,-0.516494477,-2.210552545,1.10324898,1.646674247,0.90434943,-3.740304289,2.931489084,-1.677329044,0.804109098,-2.722201126,2.029845493,-1.667501076,-1.296733077,3.619449691,-0.950841715,-2.157988038,1.453063539,-0.96548029,1.343063658,1.355362407,-1.591055359,0.952213889,-0.52735289,-0.075637876,0.269992212,0.240058477,-0.284190791,0.817115557,0.170290155,0.138659769,0.708206904,-0.205132526
