DILIrank_ID,Human Intestinal Absorption,Blood Brain Barrier,Caco-2 permeable,P-glycoprotein substrate,P-glycoprotein inhibitor I,P-glycoprotein inhibitor II,Renal organic cation transporter,CYP450 2C9 substrate,CYP450 2D6 substrate,CYP450 3A4 substrate,CYP450 1A2 substrate,CYP450 2C9 inhibitor,CYP450 2D6 inhibitor,CYP450 2C19 inhibitor,CYP450 3A4 inhibitor,CYP450 inhibitory promiscuity,hERG inhibition (predictor I),hERG inhibition (predictor II),Ames test,Carcinogenicity,Biodegradation,Rat acute toxicity(LD50-mol/kg)
cinchophen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclofenil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fipexide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iproniazid,0.9929,0.9799,0.6657,-0.7484,-0.9191,-0.9932,-0.9166,-0.8608,-0.873,-0.614,-0.9046,-0.9316,-0.9522,-0.9293,-0.7165,0.09221,0.09869,-0.943,-0.5653,-0.7081,-0.9893,2.66
lumiracoxib,0.9825,0.9715,0.818,-0.7336,-0.7134,-0.9389,-0.916,-0.7247,-0.8639,-0.5964,0.5208,0.6844,-0.8163,-0.8576,-0.8063,0.06222,0.09512,-0.7169,-0.8453,-0.6326,-0.9954,3.516
mebanazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moxisylyte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nialamide,0.9828,0.9382,-0.5586,-0.589,0.5514,-0.8207,-0.6666,-0.8668,-0.7826,-0.6434,0.9106,0.8818,0.816,0.8993,-0.8309,0.07334,0.07944,0.5599,0.9107,-0.7368,-0.9791,2.2756
niperotidine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomifensine,1,0.9837,0.7206,0.5814,-0.8827,-0.6448,-0.5406,-0.8614,-0.545,-0.5637,0.9106,-0.9404,0.8932,-0.9026,-0.8309,0.6612,0.09534,0.7539,-0.9133,-0.9183,-0.9692,2.9821
oxyphenisatin,1,0.9769,0.51,-0.6416,-0.9595,-0.8752,-0.8882,-0.7915,-0.7299,0.5136,0.7321,0.6725,-0.7888,-0.6714,-0.7628,0.5485,0.09959,-0.8149,-0.8117,-0.8555,-0.9929,3.2995
pemoline,1,0.983,-0.5064,-0.8719,-0.9072,-0.8851,-0.8843,-0.7857,-0.7793,-0.6888,0.5472,-0.7351,-0.9412,-0.7174,-0.973,0.08905,0.09818,-0.9594,-0.5921,-0.8633,-0.8753,2.5744
perhexiline,0.9818,0.9796,0.6799,-0.5484,-0.8782,-0.8888,0.6665,-0.8539,0.8919,-0.7558,0.9107,-0.9071,0.8931,-0.9025,-0.8779,0.08452,0.07559,-0.6082,-0.9132,-0.9548,-0.8346,2.763
phenoxypropazine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pirprofen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sulfathiazole,0.9087,0.946,-0.6975,-0.9186,-0.9445,-0.8896,-0.8926,-0.8236,-0.9083,-0.7952,-0.9045,-0.907,-0.9338,-0.9026,-0.8309,0.07817,0.09396,-0.9101,-0.9151,-0.9034,-0.9776,1.7929
tilbroquinol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tolrestat,0.9968,0.8123,0.5707,-0.5424,0.5239,-0.7162,-0.8474,-0.7365,-0.7612,0.5891,0.6148,-0.5796,-0.8088,0.6071,-0.6444,0.6797,0.09767,-0.5071,-0.663,-0.7909,-1,2.8458
ximelagatran,0.6065,-0.7499,-0.7534,0.84,-0.755,-0.947,-0.7588,-0.8632,-0.8163,-0.597,-0.8409,-0.7261,-0.844,-0.669,-0.6775,0.09157,0.09654,0.6003,-0.6238,-0.7863,-0.8515,2.4109
zimelidine,0.972,0.9382,0.7284,0.6049,-0.8435,-0.8382,0.5919,-0.8893,-0.6656,0.5541,-0.9046,0.8949,0.8932,-0.9025,0.796,0.8185,0.08348,0.6614,-0.8077,-0.807,-0.9964,2.5787
fialuridine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tasosartan,1,0.9849,0.5626,0.5771,0.7645,0.5378,0.524,-0.7978,-0.9116,0.7408,-0.864,0.6924,0.5465,0.8163,0.5112,0.8338,0.06971,-0.5487,-0.5066,-0.8061,-1,2.8079
acitretin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amiodarone,1,0.8615,0.66,0.8044,0.8563,0.8388,0.5099,-0.7959,0.8918,0.7188,0.9106,0.8948,0.8931,-0.9025,-0.8309,0.8615,0.5932,0.7638,-0.5661,-0.7696,-1,2.6539
bosentan,0.9253,-0.7419,-0.8956,-0.5738,-0.6175,-0.5092,-0.9149,-0.5926,-0.9117,0.5132,-0.7203,0.518,-0.8755,-0.5219,0.8407,0.772,0.09679,-0.572,-0.6147,-0.6515,-1,2.2676
cytarabine,0.9623,0.9465,-0.8887,-0.798,-0.9686,-0.9532,-0.9519,-0.793,-0.8613,-0.6203,-0.9543,-0.9638,-0.9497,-0.9489,-0.9609,0.0981,0.0983,-0.911,-0.9132,-0.9158,-0.7807,1.7184
danazol,1,0.9781,0.8866,0.5938,-0.5194,-0.8893,-0.8178,-0.8487,-0.9116,0.67,0.9107,-0.7407,-0.8731,0.5962,0.796,0.7692,0.06896,-0.8734,-0.6885,-0.9083,-0.9562,1.3291
dantrolene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deferasirox,0.993,0.8508,0.5089,-0.7808,-0.894,-0.8431,-0.8708,-0.7212,-0.8686,-0.6466,-0.5802,-0.7105,-0.8221,-0.5918,-0.8179,0.05717,0.09684,-0.9072,-0.6607,-0.8519,-0.9524,2.1119
felbamate,0.9544,0.9805,-0.6324,-0.783,-0.9551,-0.932,-0.9039,-0.9009,-0.9116,-0.7942,-0.9045,-0.9184,0.7126,-0.9026,-0.8309,0.09271,0.09872,-0.9786,-0.7602,-0.8338,-0.8068,1.7095
flutamide,0.9948,0.9655,0.7533,-0.8131,-0.8254,-0.9428,-0.9535,-0.7927,-0.8935,0.568,0.9108,-0.6306,-0.9231,0.8994,-0.5924,0.06574,0.09881,-0.8734,-0.5728,0.6077,-0.9924,2.577
isoniazid,0.9892,0.9895,0.6959,-0.8315,-0.9778,-0.996,-0.9054,-0.9088,-0.9116,-0.7557,0.6482,-0.9273,-0.9443,-0.9513,-0.5111,0.09342,0.09872,-0.9586,0.8557,-0.7514,-0.981,2.0713
ketoconazole,0.9156,0.6704,0.8866,0.7293,0.8389,0.8388,-0.5644,-0.7898,-0.9115,0.7409,0.9106,0.8949,0.8931,0.8994,0.796,0.9386,0.09258,0.8403,-0.7003,-0.8836,-1,3.4739
lapatinib,1,0.6201,-0.5858,0.7403,0.5414,-0.7799,-0.7442,-0.6688,-0.7644,0.6619,0.5386,-0.5544,-0.7861,0.5274,0.8065,0.9104,0.537,0.8417,-0.543,-0.6788,-1,2.5867
leflunomide,1,0.9949,0.5069,-0.909,-0.7822,-0.8889,-0.9154,-0.8548,-0.9116,-0.5211,0.9189,-0.9071,-0.9231,-0.9026,-0.5117,0.5622,0.09879,-0.9068,-0.5504,-0.7067,-0.9836,3.0297
methotrexate,0.8261,-0.9467,-0.7754,0.8172,-0.7752,-0.9879,-0.8886,-0.85,-0.7968,0.5177,-0.9045,-0.907,-0.9231,-0.9025,-0.8333,0.09739,0.09564,-0.6958,-0.9132,-0.9517,-0.9741,3.4955
mexiletine,1,0.9382,0.7357,-0.6711,-0.8781,-0.9484,-0.7849,-0.8191,0.8918,-0.5463,0.9107,-0.941,0.8932,-0.9026,-0.9132,0.06004,0.08982,-0.6563,-0.6357,-0.7796,-0.9261,2.6338
nefazodone,1,0.9744,0.5296,0.5809,0.8564,0.8373,0.5685,-0.7898,-0.9115,0.7506,-0.7931,0.5999,-0.8799,-0.5434,-0.8711,0.8028,0.8749,0.7288,-0.5208,-0.7388,-1,2.9067
nevirapine,0.9958,0.9756,0.8867,-0.5606,-0.6488,-0.8514,-0.7124,-0.6179,0.8919,0.6413,0.6175,-0.8009,-0.9451,-0.7971,-0.8309,0.05443,0.09827,-0.8321,0.5952,-0.9383,-0.964,2.6729
oxandrolone,0.9908,0.9537,0.6616,0.6489,-0.5085,-0.7936,-0.7934,-0.7807,-0.8763,0.7065,-0.832,-0.7894,-0.966,-0.8868,-0.8455,0.09822,0.09712,-0.7133,-0.9499,-0.9501,-0.9469,1.5177
oxymetholone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pazopanib,1,0.8788,0.5,-0.8307,-0.8126,0.5,-0.8152,-0.7797,-0.8008,-0.6024,-0.5,-0.5065,-0.7779,-0.6811,-0.5385,0.05668,0.09219,-0.7129,-0.6543,-0.8567,-0.9935,2.3961
pentostatin,0.8204,0.911,-0.7031,0.6194,-0.8993,-0.89,-0.8513,-0.7946,-0.7974,0.5207,-0.8771,-0.9117,-0.9211,-0.8969,-0.9421,0.09626,0.0987,-0.6424,-0.7627,-0.8039,-0.9961,2.2716
propylthiouracil,0.9156,0.9045,0.8867,-0.5812,-0.8141,-0.9753,-0.8407,-0.6573,-0.7926,-0.6664,-0.9045,-0.9071,-0.9231,-0.9025,-0.9259,0.5,0.09769,-0.8423,-0.81,-0.9396,-0.9643,2.1786
stavudine,0.9889,0.9381,-0.8958,-0.7949,-0.9073,-0.7979,-0.9226,-0.6707,-0.8872,-0.6011,-0.9336,-0.907,-0.9231,-0.9026,-0.9269,0.09445,0.09413,-0.9375,-0.7275,-0.8131,-0.6132,1.7802
sunitinib,0.9938,0.7993,-0.5948,0.8648,0.6809,-0.5466,-0.7385,-0.8727,-0.7716,0.641,-0.5626,-0.6437,-0.6846,-0.6261,-0.5991,0.7032,0.08597,0.8398,-0.5699,-0.784,-1,2.6794
tolcapone,0.9041,-0.9418,-0.5422,-0.6612,-0.6371,-0.9128,-0.933,-0.6554,-0.894,0.5245,-0.9199,0.8317,-0.9135,-0.8762,-0.6585,0.05984,0.08346,-0.8311,-0.9132,-0.6079,-0.9433,2.2574
valproic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zidovudine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maraviroc,0.997,0.8329,-0.8957,0.6716,0.8931,0.9431,-0.5695,-0.8308,-0.7344,0.8199,-0.8616,0.6028,-0.8331,0.5684,0.6066,0.7814,0.09864,0.8971,-0.63,-0.706,-1,2.7115
tipranavir,0.9066,-0.6801,-0.6103,0.5277,-0.5057,-0.9249,-0.9277,-0.8364,-0.9116,0.5143,-0.6708,-0.5711,-0.8485,-0.5383,-0.5442,0.5317,0.08277,-0.702,-0.6078,-0.728,-1,2.5773
abacavir,1,0.9383,-0.5808,-0.5551,-0.9155,-0.6573,-0.7734,-0.8595,-0.9116,-0.7376,-0.538,-0.8707,-0.7852,-0.8667,-0.559,0.08683,0.08918,-0.8734,-0.6662,-0.8649,-0.9806,2.4758
acarbose,-0.8467,-0.9723,-0.725,0.5316,0.5421,-0.8656,-0.8647,-0.7581,-0.8505,-0.5683,-0.8791,-0.8677,-0.8974,-0.8392,-0.986,0.07163,0.08586,-0.8288,-0.8054,-0.967,-0.6447,1.461
acetaminophen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acetazolamide,0.9156,0.9382,-0.7761,-0.8369,-0.9267,-0.9507,-0.9365,-0.7316,-0.9116,-0.7817,-0.9259,-0.9071,-0.9625,-0.9026,-0.9037,0.08798,0.09926,-0.9449,-0.8445,-0.802,-0.9301,1.8939
albendazole,0.9944,0.9381,-0.8957,-0.6637,-0.6928,-0.6089,-0.8433,-0.7742,0.8918,-0.6147,0.9106,-0.907,-0.9231,-0.9025,-0.8347,0.08037,0.09707,-0.8549,-0.7894,-0.9334,-1,2.0752
allopurinol,0.997,0.9885,-0.6232,-0.7409,-0.9135,-0.9858,-0.8653,-0.8635,-0.8256,-0.6242,-0.8817,-0.9472,-0.923,-0.9198,-0.858,0.09169,0.09511,-0.9448,-0.7089,-0.921,-0.9675,2.1087
atomoxetine,1,0.964,0.852,0.6133,0.7771,-0.8003,0.5929,-0.7443,0.8919,0.6216,0.9324,-0.957,0.9037,-0.9025,-0.8122,0.07371,0.7132,0.7974,-0.7738,-0.8493,-0.8013,2.5166
atorvastatin,0.8947,-0.7825,-0.8956,0.5246,0.7164,0.8724,-0.8131,-0.7887,-0.9116,0.6841,-0.8551,-0.719,-0.9042,-0.6191,-0.6675,0.6894,0.09904,-0.5101,-0.9133,-0.7777,-0.9974,2.5686
azathioprine,0.9607,0.9226,0.5057,-0.7766,-0.8049,-0.6683,-0.8493,-0.7861,-0.8273,-0.5944,-0.9046,-0.907,-0.9231,-0.9025,-0.9733,0.7,0.07434,-0.8449,0.9152,-0.9182,-0.9576,2.7519
bexarotene,0.9954,0.9022,0.794,0.6283,-0.5369,-0.7182,-0.8496,-0.7722,-0.9116,0.6786,-0.8171,-0.8724,0.5589,0.8351,-0.8138,0.06458,0.09703,-0.9034,-0.8592,-0.7898,-0.933,2.2119
bicalutamide,0.9471,0.859,-0.6085,-0.6741,-0.7171,-0.9178,-0.9572,-0.6883,-0.8087,-0.5536,-0.8513,-0.6246,-0.8683,0.7976,0.7879,0.5662,0.09959,-0.8759,-0.7134,-0.6067,-1,2.4383
bortezomib,-0.6935,-0.6533,-0.6576,0.5909,-0.785,-1,-0.9445,-0.7145,0.8918,-0.5209,-0.855,-0.8267,-0.9304,-0.8108,-0.7308,0.09604,0.09936,-0.8593,-0.7439,-0.8064,-0.9943,2.4537
busulfan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carbamazepine,0.9962,0.9958,0.6538,-0.6466,-0.8748,-0.8381,-0.8177,-0.7466,0.884,-0.6204,-0.9045,-0.907,-0.9232,-0.9025,-0.8222,0.7358,0.09653,-0.8734,-0.5554,-0.8848,-0.978,2.1131
chlorzoxazone,1,0.991,0.5,-0.8733,-0.9784,-0.9263,-0.9001,-0.8243,0.6471,-0.5372,0.9107,-0.9539,-0.9338,-0.9025,-0.9522,0.08682,0.08675,-0.9659,-0.7957,-0.9467,-0.9655,2.2388
ciprofloxacin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clarithromycin,-0.5434,-0.987,-0.8674,0.7714,0.8475,-0.622,-0.8987,-0.7898,-0.9161,0.6672,-0.8973,-0.8851,-0.9258,-0.8835,-0.5524,0.0898,0.09883,-0.9038,-0.8967,-0.9294,-1,2.7236
clomipramine,0.9843,0.9793,0.8391,0.7618,0.8573,0.8387,0.852,-0.7875,0.8918,0.7408,0.8374,-0.9176,0.8932,-0.9025,-0.7971,0.06074,0.0889,0.8029,-0.8735,-0.8971,-0.9967,2.7426
clozapine,0.9904,0.9614,0.6151,0.8684,0.6791,0.7407,0.8049,-0.7509,0.8919,0.6088,0.5722,-0.9432,0.8932,-0.9026,-0.9137,0.0571,0.08189,0.7164,-0.9132,-0.9106,-1,3.0838
cyclosporine,0.8727,-0.9659,-0.6994,0.8463,0.8685,-0.5992,-0.9485,-0.8628,-0.8823,0.6407,-0.9045,-0.923,-0.9265,-0.9026,-0.6112,0.09968,0.09815,-0.9214,-0.9133,-0.8948,-0.9244,2.8788
dactinomycin,0.7619,-0.9659,-0.6568,0.8368,-0.6482,-0.8638,-0.8178,-0.8589,-0.8535,0.759,-0.9045,-0.9071,-0.923,-0.9025,-0.8614,0.08681,0.09208,-0.5171,-0.9133,-0.9019,-0.983,4.3767
darunavir,0.9636,-0.5518,0.7274,0.7464,0.7588,-0.8683,-0.8847,-0.5747,0.6809,0.6496,-0.7328,-0.6999,-0.8784,-0.6587,-0.5076,0.07132,0.09824,-0.857,-0.5933,-0.7991,-1,2.5482
diclofenac,0.9548,0.9541,0.8867,-0.7976,-0.8254,-0.9548,-0.9086,-0.7779,-0.9116,-0.6724,0.5923,0.6786,-0.848,-0.8947,-0.8647,0.06607,0.09514,-0.868,-0.9133,-0.6706,-0.9719,3.6447
didanosine,0.996,0.823,-0.9019,-0.5948,-0.945,-0.6378,-0.8049,-0.8065,-0.7777,-0.5234,-0.6934,-0.9064,-0.9145,-0.8646,-0.9608,0.07288,0.09451,-0.8735,0.8682,-0.9094,-0.8478,2.0874
diflunisal,0.9945,0.8047,0.8866,-0.6927,-0.9407,-0.9735,-0.911,-0.7982,-0.9201,-0.7145,-0.9046,0.6684,-0.9357,-0.9025,-0.8309,0.05156,0.0983,-0.9178,-0.9666,-0.7828,-0.988,2.7735
diltiazem,0.9788,0.506,0.8867,0.8645,0.8675,0.8997,-0.7634,-0.699,0.8918,0.7407,-0.9046,-0.9071,-0.9231,-0.9025,0.796,0.08681,0.09971,0.7723,-0.6985,-0.8772,-0.9951,2.413
disulfiram,0.9808,0.9668,0.548,-0.71,-0.8236,-0.9884,-0.8379,-0.8497,-0.9116,-0.7558,0.9106,0.8948,-0.9231,0.8994,0.796,0.5397,0.08617,-0.8823,-0.9132,0.6989,-0.9767,2.7419
dronedarone,1,0.9156,-0.6057,0.6265,0.7879,-0.5218,-0.7334,-0.7339,-0.7682,0.6963,-0.5487,0.6209,-0.8299,-0.5319,-0.5198,0.8288,0.8036,0.8051,-0.5248,-0.6132,-1,2.6273
duloxetine,1,0.9804,0.6358,0.7078,0.5987,-0.5519,0.6525,-0.5964,0.6482,0.5799,0.839,-0.7721,0.6977,-0.572,0.5108,0.6689,0.5926,0.6386,-0.5422,-0.9293,-0.935,2.57
efavirenz,0.9964,0.9182,0.5553,-0.7617,-0.7451,-0.9557,-0.9157,-0.8033,-0.9116,0.6037,0.6996,-0.6975,-0.8699,-0.5291,-0.7577,0.06705,0.09617,-0.9098,-0.6991,-0.8997,-1,2.5416
erlotinib,0.9359,0.9376,0.5737,0.5982,0.5958,-0.6169,-0.7171,-0.7942,-0.7611,0.5886,0.7826,-0.5739,-0.6329,0.598,0.7194,0.7911,0.08158,-0.6776,0.5195,-0.9551,-0.9907,2.3958
erythromycin,0.5114,-0.9889,-0.8957,0.8098,0.8564,-0.5963,-0.9222,-0.7898,-0.9225,0.6528,-0.9045,-0.907,-0.923,-0.9074,-0.5744,0.09391,0.09902,-0.8956,-0.9133,-0.9335,-1,2.2296
estramustine,1,0.9675,0.6013,0.7382,0.5927,-0.6317,-0.5918,-0.6261,-0.6491,0.8003,-0.6214,-0.6944,-0.6079,0.5464,0.8479,0.62,0.08235,-0.6818,-0.6062,-0.8508,-1,2.7844
ethambutol,0.9157,-0.7803,0.5,0.7142,-0.9412,-0.9374,-0.8558,-0.8575,-0.6485,-0.8023,-0.9046,-0.907,-0.9231,-0.9251,-0.972,0.09763,0.08706,-0.8672,-0.9132,-0.6982,-0.8997,2.2797
etodolac,0.9971,0.9065,0.5726,0.7462,-0.9242,-0.8988,-0.8178,-0.8545,-0.7567,-0.5,-0.9045,-0.907,-0.9231,-0.9025,-0.8309,0.06904,0.09808,-0.7763,-0.9132,-0.9453,-0.9835,3.4536
etravirine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exemestane,1,0.9778,0.7992,0.5589,0.8974,-0.6749,-0.6499,-0.8764,-0.9115,0.7167,-0.8552,-0.9224,-0.9373,-0.751,-0.8309,0.08276,0.076,-0.7791,-0.9483,-0.9245,-0.9539,1.7582
febuxostat,0.9865,0.7853,0.5126,-0.7834,-0.8351,-0.8076,-0.8845,-0.7229,-0.8064,-0.5899,0.7936,0.6712,-0.8662,0.734,-0.7441,0.6509,0.09964,-0.9192,-0.7486,-0.8601,-0.9401,2.3811
fenoprofen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluconazole,0.9894,0.9382,0.8867,-0.6008,-0.8782,-0.9004,-0.6461,-0.7898,-0.9116,-0.565,-0.6312,-0.5497,-0.809,0.532,-0.8196,0.0524,0.08229,-0.6614,-0.548,-0.7298,-1,2.4136
fosphenytoin,-0.5244,0.9215,-0.639,0.5,-0.7952,-0.8466,-0.8731,-0.7094,-0.9116,-0.6873,-0.8477,-0.7802,-0.8859,-0.7169,-0.7672,0.09083,0.09578,-0.7299,-0.614,-0.7835,-0.9674,2.4215
gefitinib,0.9961,0.9759,0.5934,0.693,0.7361,0.923,0.5543,-0.7853,-0.6447,0.6354,0.7516,-0.6272,-0.6536,0.644,0.8206,0.9309,0.758,0.8019,-0.5,-0.9218,-1,2.5141
gemcitabine,0.9814,0.9693,-0.8957,-0.8317,-0.9557,-0.9106,-0.939,-0.8634,-0.8484,-0.6016,-0.8958,-0.8633,-0.8787,-0.8478,-0.9032,0.08862,0.09948,-0.8314,-0.6793,-0.8286,-0.9948,2.122
gemfibrozil,0.977,0.9213,0.7918,0.5597,-0.8943,-0.8839,-0.8177,-0.7512,-0.9116,0.6973,0.9106,0.8949,-0.9231,-0.9025,-0.8309,0.08234,0.09774,-0.8701,-0.7822,-0.8314,-0.6759,2.2167
griseofulvin,1,0.9208,0.8867,0.612,0.8183,0.5133,-0.882,-0.7921,-0.9117,0.6249,-0.9046,-0.9071,-0.9231,-0.9026,0.7043,0.8235,0.0938,-0.8869,-0.9133,-0.8544,-0.9964,1.5788
hydroxyurea,0.9154,0.9382,-0.7235,-0.8437,-0.9736,-0.9946,-0.9697,-0.8063,-0.8363,-0.7784,-0.9045,-0.9077,-0.927,-0.9026,-0.9072,0.09778,0.09846,-0.9715,0.8685,-0.6129,-0.7305,1.1524
imatinib,0.9865,0.7624,0.5076,0.7863,0.8107,-0.5326,0.5299,-0.8287,-0.9116,0.6547,-0.6602,-0.8813,-0.7933,-0.8516,-0.9313,0.07962,0.07709,0.8887,-0.8134,-0.919,-0.9819,2.6013
indomethacin,0.9509,0.9381,0.5857,-0.636,-0.9313,-0.834,-0.8334,-0.712,-0.9116,0.6436,0.9107,-0.9071,-0.9302,-0.9025,-0.8309,0.6978,0.09818,-0.8306,-0.9133,-0.8728,-0.9743,4.0722
isotretinoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itraconazole,0.9973,-0.6151,0.5511,0.6397,0.7973,-0.88,-0.7497,-0.8116,-0.9116,0.7408,-0.7666,0.618,-0.8622,0.5703,0.5279,0.8219,0.05782,0.6096,0.5303,-0.7478,-1,3.3118
labetalol,0.9943,-0.8313,0.8867,0.7073,-0.8908,-0.9269,-0.8457,-0.7448,0.8918,-0.6202,-0.9046,-0.9071,0.8932,0.8995,-0.8256,0.08383,0.09501,-0.7398,-0.9133,-0.9189,-0.945,2.1174
lamotrigine,1,0.9382,0.8867,-0.7155,-0.911,-0.9604,-0.8176,-0.9162,-0.9055,-0.6862,-0.611,-0.9071,0.7007,-0.8594,-0.7678,0.05515,0.09168,-0.8735,-0.8202,-0.7895,-1,2.7556
levofloxacin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mefenamic acid,0.9156,0.762,0.8866,-0.7948,-0.8632,-0.9147,-0.9191,-0.6814,-0.9116,-0.7019,0.9107,0.8949,-0.9483,-0.9025,-0.9175,0.06613,0.09727,-0.8706,-0.812,-0.5833,-0.822,2.5445
mercaptopurine,0.8854,0.8946,-0.6556,-0.7141,-0.9143,-0.9848,-0.8543,-0.8607,-0.8533,-0.7949,0.7555,-0.6955,-0.8224,-0.7472,-0.8309,0.06635,0.09857,-0.8734,-0.5076,-0.9369,-0.9972,2.3684
methimazole,0.9156,0.9731,0.6156,-0.8213,-0.7552,-0.944,-0.7662,-0.7919,-0.8985,-0.7849,-0.9045,-0.9071,-0.9232,-0.9025,-0.8309,0.7105,0.09401,-0.8416,-0.8582,-0.9348,-0.9815,1.8215
methyldopa,0.9374,-0.9276,-0.8957,0.6066,-0.9852,-0.9895,-0.9357,-0.7757,-0.8,-0.6053,-0.9045,-0.9369,-0.9491,-0.9233,-0.864,0.09551,0.09939,-0.9629,-0.8185,-0.8997,-0.8077,1.6281
micafungin,0.8383,-0.8524,-0.6464,0.7906,-0.6752,-0.9279,-0.9428,-0.8485,-0.7911,0.5853,-0.7414,-0.7017,-0.8251,-0.693,0.5393,0.07703,0.09686,0.716,-0.563,0.5763,-0.9916,2.5651
milnacipran,1,0.9889,0.5914,0.5928,-0.902,-0.8787,-0.8119,-0.8494,-0.9116,-0.6514,-0.6383,-0.7697,-0.7718,-0.8587,-0.6327,0.07004,0.0993,-0.6823,-0.8013,-0.5456,-0.9972,2.6162
