DILIrank_ID, logP, logS, PhysiologicalCharge, HydrogenAcceptor, HydrogenDonor, PolarSurfaceArea(A2), RotatableBondCount, Polarizability(A3), NumberofRings, Refractivity(m3.mol-1),Bioavailability, Rule of Five, Ghose Filter, Veber's Rule, MDDR-like Rule, Water Solubility(mg/mL), pKa(StrongestAcidic), pKa(StrongestBasic)
duloxetine,1.406493467,-1.099933102,0.91273667,-0.434569007,-0.247332914,-0.468942482,0.085630832,-0.02084929,0.356439996,0.002902691,0.591290166,0.719701606,0.980687837,2.136794673,2.031888636,-0.147559681,0.403502919,1.149814507
efavirenz,1.009912526,-0.888167869,-0.172271491,-0.434569007,-0.247332914,-0.335829919,-0.249730644,-0.214445218,0.356439996,-0.199977457,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.147454807,0.900048702,-0.933506717
erlotinib,0.64677817,-0.888167869,-0.172271491,0.506953465,-0.247332914,-0.051981221,0.532779466,0.294583824,0.356439996,0.251211158,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147448053,1.537458537,0.204879523
erythromycin,0.283643814,-0.146989552,0.91273667,1.636780431,0.716493583,0.877389324,0.19741799,1.355086443,0.356439996,1.219812231,-1.691217033,-1.389464733,-1.019692467,-0.467990684,2.031888636,-0.139003968,0.885962297,0.90428022
estramustine,1.525945558,-1.682287494,-0.172271491,-0.434569007,-0.247332914,-0.246620328,0.085630832,0.434437035,0.908000162,0.355436347,0.591290166,-1.389464733,0.980687837,-0.467990684,2.031888636,-0.14760799,2.107957947,-0.818180007
ethambutol,-0.90609901,0.805953999,0.91273667,-0.057960018,0.475536959,-0.131599221,0.420992308,-0.285898605,-1.298240502,-0.366465436,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.005407724,1.305032851,1.121912884
etodolac,0.771008344,-0.51757871,-1.257279651,-0.246264513,-0.006376289,-0.148754912,-0.137943485,-0.057797408,0.356439996,-0.078422664,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146879786,-0.471615004,-1.435735941
etravirine,0.904794686,-0.782285252,-0.172271491,0.31864897,-0.006376289,0.306026848,-0.137943485,0.221603656,0.356439996,0.301714575,0.591290166,-1.389464733,0.980687837,-0.467990684,-0.492152957,-0.147298154,0.8947663,0.11373422
exemestane,0.426986323,-0.888167869,-0.172271491,-0.434569007,-0.488289538,-0.368503712,-0.58509212,-0.003749334,0.908000162,0.018994466,0.591290166,0.719701606,0.980687837,2.136794673,-0.492152957,-0.147487076,2.210084385,-1.5845446
febuxostat,0.966909773,-0.676402635,-1.257279651,0.130344476,-0.247332914,0.014146168,-0.026156327,0.001441724,-0.19512017,0.07964808,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.147271889,-0.762147111,-0.581946261
fenoprofen,1.000356358,-0.305813477,-1.257279651,-0.434569007,-0.247332914,-0.271885982,-0.137943485,-0.260554028,-0.19512017,-0.239092848,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146093705,-0.607196654,-2.272784647
fluconazole,-0.571633156,0.329482223,-0.172271491,0.130344476,-0.247332914,0.001981224,-0.026156327,-0.223300552,0.356439996,0.120125083,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.121537586,0.933503914,-0.178302773
fosphenytoin,-0.332728974,-0.252872169,-2.342287812,0.130344476,0.234580335,0.271169604,-0.026156327,-0.018406439,0.356439996,-0.005514545,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.144894885,-1.047396816,-2.458795471
gefitinib,1.072027613,-0.676402635,-0.172271491,0.506953465,-0.247332914,-0.098691488,0.309205149,0.374892546,0.908000162,0.371528122,0.591290166,0.719701606,0.980687837,-0.467990684,2.031888636,-0.147108669,1.532176135,0.61968366
gemcitabine,-0.781868835,0.964777924,-0.172271491,0.31864897,0.234580335,0.210422864,-0.361517803,-0.378116224,-0.19512017,-0.423900695,0.591290166,0.719701606,-1.019692467,-0.467990684,-0.492152957,0.270752465,0.723968637,-0.896304553
gemfibrozil,0.876126184,-0.570520019,-1.257279651,-0.246264513,-0.247332914,-0.271885982,0.085630832,-0.15062574,-0.746680336,-0.194035878,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.14709366,-0.526199824,-1.547342435
griseofulvin,0.446098658,-0.464637402,-0.172271491,0.31864897,-0.488289538,-0.080600032,-0.249730644,0.012739909,0.356439996,0.004388086,0.591290166,0.719701606,0.980687837,-0.467990684,-0.492152957,-0.146669664,1.810382637,-1.454337023
