DB_ID,PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,PC-9,PC-10,PC-11,PC-12,PC-13,PC-14,PC-15,PC-16,PC-17,PC-18,PC-19,PC-20,PC-21,PC-22,PC-23,PC-24,PC-25,PC-26,PC-27,PC-28,PC-29,PC-30,PC-31,PC-32,PC-33,PC-34,PC-35,PC-36,PC-37,PC-38,PC-39,PC-40,PC-41,PC-42,PC-43,PC-44,PC-45,PC-46,PC-47,PC-48,PC-49,PC-50
DB00126,27.85172396,-2.764907789,5.588902832,8.617505368,4.56275651,-1.349149589,-10.61785938,11.49302933,3.240185709,0.251924145,-5.558930483,-6.700800102,-1.571052793,7.580283182,2.025032667,-0.926055296,-3.644581667,0.32904748,0.284509297,-2.406478346,0.707109104,-1.228448639,0.366505441,-0.428713515,0.738660983,-0.731225123,1.077725414,2.262764668,-0.407624595,0.720861159,-1.399031814,1.818277196,0.29733236,-0.288953745,-1.027719619,0.764359075,-2.578120398,1.172295352,-3.328859781,1.68557697,2.905758082,-1.734088609,-0.408959072,1.626578024,-0.662758415,-1.588113694,2.008249229,2.063195754,-0.747129696,1.396803175
DB00130,34.31796737,-8.665123123,25.07026833,-1.684141235,2.079582093,12.58412917,6.987205121,5.639013826,-6.60017796,2.366171343,1.391334042,-5.133379034,0.691263807,2.590087892,-2.997751937,-2.830967397,0.079385244,-6.59037508,0.716287403,-2.575034008,4.486644037,-0.359525245,-5.303020586,-1.89811324,0.29401606,3.163337229,5.19398366,-1.246801035,4.574656616,-2.270336151,0.595274466,-3.769541308,-1.071452461,1.183377136,-0.022750268,0.514897645,-2.040086057,-2.384234397,-0.188277938,-0.691570553,-2.878604467,0.413332854,0.552628297,-0.395326299,2.91621277,-2.749976254,0.556959135,-1.644569683,0.33142275,-0.660134825
DB00134,33.87090624,-9.520200881,21.43420871,-0.103400344,6.831708833,5.476447401,5.963158304,5.164158186,-4.831548248,1.075789469,1.492993938,-7.655709841,1.993407399,2.638829466,-3.349326525,-4.093970832,1.209212564,-5.612955883,-0.477297464,0.873426932,4.513381567,-1.788229449,-5.311152899,-4.384116186,1.780445927,2.951803468,1.660807746,-1.681648596,4.263488873,-0.262083275,1.811307338,-4.888111847,-0.073479227,2.772040721,0.399731115,0.658073592,-3.03578248,0.5138077,-0.800863535,-0.243943998,-0.944044696,0.887481328,0.463522561,-0.830224705,2.409687356,-2.181147669,-0.477041996,-0.61708233,-1.019494734,-0.429413372
DB00136,24.15058534,22.9577446,-2.75589668,-8.147872116,5.892982107,-11.79228591,-1.920000717,2.347549152,-0.18728484,-0.968447214,-7.341841167,-2.179401747,4.500682747,0.85989701,0.731501599,0.213467989,-0.887755238,-7.39842946,4.280558739,7.939183441,1.45999685,0.422809059,2.224260206,4.317991882,-0.958843021,-1.140063976,5.070474674,-3.940767898,0.666541897,-1.123039571,1.679654,1.767833328,-2.013457861,4.243567823,1.797613859,-0.679830901,6.713546139,-0.610629959,4.248036629,0.673489723,-1.227527327,-5.471953776,-0.592329217,2.524473758,-3.937987261,1.448695193,-4.542629426,-1.166361088,1.409315277,1.528022653
DB00140,4.450155316,0.807106555,4.986140378,14.20429606,-10.47982482,-5.524695849,-4.215762712,4.655535258,7.151198849,-0.563208199,-5.491636927,-7.082443478,1.222266256,5.076321062,-4.361456474,-0.74458738,-0.54806716,-0.4446477,6.295728672,-1.334713242,-0.810606131,0.525854118,-0.485541877,-1.687397183,-1.17723412,-2.487516868,0.364858422,1.388489486,-1.639476466,-0.939961078,-1.180261296,1.708256592,1.774867993,-1.171977117,0.417300624,-0.235414179,-2.100518657,2.992072104,-2.612403576,0.357365394,0.261267249,0.416087351,-0.258027632,1.310027946,-0.933532048,-1.800918613,0.739146323,-2.938431177,-2.812516389,3.03131918
DB00142,33.4633597,-6.994981349,28.35065182,-2.143010346,1.854669224,12.60200856,5.227363392,9.054324332,-7.821987401,3.75723711,0.184670489,-7.1915293,0.122107778,2.574310643,-2.480444626,-3.079745392,-0.748067358,-6.624120819,2.446146387,-1.548082972,3.194794133,-0.011381913,-5.637131654,-1.388525933,-0.502345084,2.305315632,5.389953035,-3.139895977,4.908574837,-3.118707028,-0.631404332,-3.433742312,-0.289101639,2.048877246,0.597427708,0.934973138,-3.037684221,-2.013115548,-0.610720771,-0.411140098,-3.076119617,1.388250216,-0.121099781,-1.340367039,4.530373142,-2.421643183,0.831777496,-2.370010883,0.250841097,-0.473532738
DB00146,23.93858115,21.50391425,-3.803093609,-7.319357107,6.826868419,-11.43177389,1.140131362,0.69529414,-1.171579237,-0.971694115,-9.158776389,-2.189257595,5.038037435,0.313431832,0.546880634,-0.029714124,-2.002503464,-7.690641132,4.170786757,7.64326091,1.765085076,1.178085844,1.532676152,4.12720718,-0.50351338,-1.056015653,4.427013823,-3.360677554,1.229554302,-1.050301236,1.889600021,2.071298607,-2.426153199,4.20612003,1.012577039,-0.852954049,5.987572616,-0.677876214,4.121780584,0.849781252,-1.313859667,-5.141036781,0.016024469,2.521133488,-3.868347038,1.115667378,-4.154147879,-1.188173815,1.352476829,1.379792708
DB00150,-21.92340848,-8.489061634,10.72089554,3.467064522,12.20610068,8.32013529,-3.72202839,4.288074702,-1.530877939,-4.495569592,0.647764684,-0.456785665,-4.866465728,-0.341965204,-8.182360858,-1.394868026,-0.335236912,-3.013278576,0.186767598,-2.724832778,3.147160919,1.648235551,-4.188152385,-0.931952265,-2.627538404,2.85375637,-0.438695583,-2.056872728,1.609152457,-0.262948004,0.403615747,-1.101384557,-0.888757701,3.482355228,2.808586596,2.73787207,-1.017011877,0.349793885,-0.232692355,0.299404767,-2.80662575,-0.043932629,-2.223595921,0.10348043,-0.282430611,-1.415654588,-0.835841754,0.976796719,1.605765803,1.975060059
DB00152,9.979736186,-7.478087935,3.616474444,14.4044885,-1.698272715,-7.456945392,0.44959973,4.401168711,8.211427789,0.505638813,-0.820686058,0.273981625,9.212707879,-4.381336934,-3.987013948,-3.576653128,-1.993810683,0.313007696,4.872268588,-1.664930217,1.241163652,-1.156526054,-1.442293839,1.023480585,-1.729037071,-2.776960596,0.100163117,0.683913065,2.176904832,-0.821562754,1.719477716,-1.206763034,0.063778685,1.702182335,-0.307914247,0.339742528,-1.136010765,3.05401345,-0.025848127,-1.612593463,-0.346221025,0.63856902,0.868721259,-0.544040732,1.185754789,1.315511783,-0.63339331,-0.285616478,-4.08792983,1.189711648
DB00153,30.36033438,17.93138571,-10.66362699,-5.877816856,6.476628414,-7.79546293,-1.195008364,-4.9234292,-3.174256699,-4.604665938,-9.741640574,-2.076672522,5.212737589,0.543069463,-0.504881507,-1.789311754,-0.968394748,-9.273466674,2.019120631,8.611976184,-0.456973102,-0.382296155,0.721661146,3.788668378,-2.489938624,0.869428843,4.828040085,-1.880375059,-1.066490052,-1.800412515,1.702666713,3.573612477,-2.209465585,4.658038074,0.751614679,-1.913922318,5.45774023,1.550512204,5.039021754,0.958811383,-0.546544077,-4.820239074,0.931282455,2.633552145,-6.29230509,1.616525455,-4.462156515,-0.36497062,2.358268417,0.192941518
DB00158,-13.93911533,-1.828562886,14.6322374,6.590590173,-14.35882894,6.796485189,-0.794536357,7.382249544,-2.928192141,2.801574836,-3.775301567,4.636585055,5.268899194,-2.05043049,-5.371848437,-1.572268832,0.16660569,-1.987875463,2.94172079,-1.921847976,-2.256983678,5.059967015,0.489139736,-2.569094518,-4.019208854,0.277857178,5.745960086,-1.261549609,2.113837511,-3.226393808,-2.903508848,0.801532992,0.149342146,2.613211911,-0.653112201,0.069094284,-0.832427455,-3.284560118,-1.803529595,-0.612112506,-1.075684511,5.083961597,-2.793799347,-2.604558395,0.957977146,2.932985522,0.791848833,-1.830889961,-2.842845104,-1.817430897
DB00162,30.08598633,7.048383337,0.004908697,-1.250481982,5.365753381,-3.913189501,3.547428712,-8.239742602,-1.599747809,-1.012460949,-3.537986596,-6.81544592,3.757756975,-3.72635959,0.340263427,-5.388287514,2.472379546,-2.188747942,-2.082086605,2.732437755,-0.003276895,-5.155895685,1.87079391,4.930772472,-4.272471758,-8.167129067,4.617014284,-0.508205569,7.045841874,-3.188593905,-2.569336947,4.533569866,-4.929987372,-1.184634118,0.058003136,-3.809673928,4.713553935,9.238615909,-0.52361744,0.443749244,-3.96829935,-0.112438307,-0.250891944,3.159852688,-5.184492775,1.372244247,-5.087791913,9.711285508,-1.207368946,-1.558959927
DB00163,22.74792717,1.764976282,2.737539723,-3.439606685,-5.896260096,-14.20232682,1.375163021,-1.31822249,3.215398929,-2.026861786,-9.102107541,-3.426059727,-3.371454543,-3.317975014,-1.711039444,-1.342579367,-0.166642417,-1.939179338,-0.499826649,4.373387143,-2.00577604,-2.205124893,-1.863819889,3.10789578,-2.351000659,-1.767300045,3.831062564,1.383063968,1.372634634,-0.405299053,0.963746107,1.71675723,-2.190480161,1.823955252,-3.307822831,-3.528859984,-2.943340559,1.701584061,1.13619712,-1.745325152,-0.399698697,2.051529371,2.08572773,0.60533183,-2.725717538,2.845792318,1.737166158,-0.044258865,0.299176016,0.58790052
DB00165,16.60783764,-8.137027091,4.202121593,13.7283736,2.89745237,-7.962316625,-5.651230921,8.79947984,5.212781418,1.362837252,-4.065181665,-4.253005356,5.255562977,-0.171922664,-2.310827857,-4.200040861,-2.265650093,1.386450226,5.541715228,-3.097913183,0.083444367,-0.460335863,0.754273069,2.769909139,-1.315021275,-5.245626644,-1.645864649,0.435517187,2.053438055,-0.86867852,-1.063106051,-2.619750596,1.771081141,-1.19050666,0.648965477,2.240413422,-2.049445944,3.723548987,-1.455393435,0.139267302,0.568806572,-2.445789756,1.667188146,-0.178503095,1.225993723,1.307055196,-1.929812911,1.313714783,-3.829559224,0.388680134
DB00166,33.54439434,0.169651126,12.64687879,-6.472750214,3.872410139,3.279172945,12.1272622,11.43739183,-2.823792723,4.858774386,1.380405021,-2.546656927,-3.424388546,-5.171609449,-0.629110065,-1.135092023,-2.240396195,-2.971995165,-1.669098254,3.607397673,0.468020403,-2.761079795,-1.313475577,-1.981210089,-1.92266245,-0.565460906,0.290656997,-3.01750862,2.337285258,2.352838679,0.727235051,-1.20837498,-3.285671726,1.889608317,1.019084078,1.993232465,-3.141035467,-0.147485931,-0.836591746,-0.903496212,-0.498168306,1.418829078,1.776715054,-0.826754991,1.90124833,-0.518179118,0.873686551,-0.412379525,-1.256141372,0.674720209
DB00169,24.10791195,21.20255968,-4.488008257,-7.822696247,6.67499008,-11.57747417,2.140668146,-0.633729667,-0.626383633,-2.021029385,-10.13483252,-1.173034213,4.854559754,0.469402984,-0.109562329,-0.885853819,-1.242470197,-9.52683576,3.064581031,7.453634045,0.212505561,0.674800379,0.231986384,2.615738274,-2.293496023,0.834431378,4.45170928,-2.20421484,-0.158170617,-1.89836228,2.269553293,2.013490349,-2.399369333,5.184450468,0.851423538,-1.951797205,4.952033131,0.921126733,5.10312332,0.580831972,-0.451008076,-4.977748807,1.637234597,2.456086013,-5.114097344,2.036076863,-4.056023171,-0.965265825,1.864542682,0.790023785
DB00170,-24.14749128,-8.83141506,-4.628784864,8.989144912,7.074909777,7.083409169,-5.037993547,-5.76216056,7.347043783,0.102674278,-1.840767761,-1.016308579,-9.265168098,-1.193150054,-1.468799609,-1.195099828,-0.525399238,0.791521205,1.908307007,1.042861387,-2.794105004,3.619698008,-1.462333552,-0.524395153,-1.119325624,-0.858867705,1.288215685,3.191317092,1.889408483,1.704930513,-0.573887227,1.685341597,0.050813608,-0.905407648,-0.757691869,1.347030798,1.404456574,1.393184062,0.219871576,-0.90742455,0.448841436,-0.346654084,0.456007477,-0.159840691,-0.05419148,-0.662214935,-0.635946624,-1.784634119,0.450678944,0.488795685
DB00175,12.81749708,14.25848623,20.49387521,-8.114041025,-1.643681486,-3.855141649,-4.873938358,3.974992237,1.620633539,-0.902172307,1.553972837,-1.121890934,-1.085340802,1.269419673,-0.598386943,2.7384597,2.520059407,-2.119329881,0.527894281,1.982703533,-3.325145308,-1.752422403,1.056989431,0.433954934,-2.203076571,1.209621648,1.126612164,-2.168946289,-3.711918841,0.38836683,-0.978459849,-0.360558476,3.577967952,0.376930268,0.151632795,-0.006117938,0.341621749,-0.996153281,-0.025355926,1.49642028,-0.779265257,1.340529788,-0.701024704,0.081102261,-0.59391776,-1.191937044,0.929661806,-0.645988674,-1.539317751,1.127370729
DB00176,1.609171444,-12.07744394,8.63362923,-1.982472633,1.415456986,-9.543938708,4.866140131,3.335421157,-4.394266683,3.73292837,5.239262745,5.842466229,0.059885023,-4.524748191,-1.721523624,8.660374427,-2.11625496,5.376265848,-6.207508884,3.01941905,2.302592907,6.519639346,-0.843744855,3.29426051,0.362899597,1.728530394,3.84019166,1.826877376,2.551066294,0.382347632,1.355630635,0.649107128,0.089065965,-1.613687304,-0.190453257,0.298332705,-1.00023125,1.082919517,0.220698259,-0.457256005,-0.546854447,0.224909405,0.157383116,-0.306759006,-0.946556949,1.304700187,-2.080297035,-1.579323891,-2.144665019,-1.135086785
DB00177,-29.3125946,-4.93390127,12.66283061,-7.454731924,-6.943358397,-1.981946121,0.90538701,0.403269677,2.04715338,4.923941236,-3.885270252,-1.648443419,1.649435561,-0.440948341,-3.27520219,-1.756645712,0.017722129,-2.638029873,1.327125919,2.219910781,-3.379954846,1.86511001,0.059295741,-1.69431564,-1.924542764,0.070889032,1.093119465,-2.08382667,0.521817088,-0.698875604,0.800247951,0.028216797,0.702945903,1.029698052,-0.497560225,0.332672988,0.944902382,0.519923353,1.135951355,-2.940578377,0.510509621,4.225851682,0.382853207,-1.249333402,-0.59248651,-3.229649002,-0.819445203,-0.080191393,2.390205428,-0.456411335
DB00178,-20.46853053,18.10018968,13.8590763,-17.04476615,4.87408192,7.610671868,5.786251818,2.585038423,1.483983987,-9.577758051,-0.542998202,4.128389376,0.405620726,1.670246113,-1.219926993,4.809471866,0.846533868,-3.128751114,4.171262524,0.252378553,-2.259983684,0.169038068,2.335430511,-3.806831909,-0.380076628,0.05098095,-1.311089984,-4.02775423,-0.362868179,-4.932493341,-2.433721465,0.711193415,2.82801586,-2.035921676,-1.946130475,-0.873400644,1.560373693,-1.214394213,2.573959955,-3.026772868,3.664313327,3.19847082,2.02815419,-2.31646116,1.276799414,0.206247908,0.625476883,4.748109255,-1.08395796,1.748348089
DB00179,-17.18566279,-8.659929975,4.926095806,4.426026236,-0.921087882,-12.96218689,-11.12978941,5.000867639,-7.109175788,-1.461702255,-7.873143161,-3.16944811,-1.355805894,3.34878808,1.867628323,-2.278743503,0.045924985,1.260708616,1.895107346,-0.670619158,-0.203932276,0.018277614,-2.416017358,-2.271952958,-1.528762589,0.551691943,0.854591498,-1.6504914,-0.144889182,-2.828751157,2.262957046,-1.262415354,1.214126926,-3.068121382,-0.692669746,-1.113376341,-0.220901234,-0.856429901,1.916535936,-2.269471569,2.976541718,0.13420782,-0.09617146,-0.360000749,-1.388070824,0.304473683,-1.188715405,1.460677835,-0.106564037,2.287589633
DB00180,15.61839053,29.86491419,2.412991592,-1.826801169,5.828668117,0.558416263,-12.08629781,-5.349135989,1.659969296,10.99763367,4.247564564,-1.877043139,0.686488364,-0.957194418,-3.864252481,5.301178125,5.95195024,7.375561553,-1.229898684,-4.868174555,-2.792174012,-6.709342858,-2.431658369,-1.411444571,-3.067603601,-1.145844614,1.418934591,-2.052074186,0.811365294,0.549268776,0.501010148,0.145401654,-0.144166716,1.45846411,-0.783315383,-0.104349385,-0.405926917,0.328136086,0.038490421,-0.640346644,0.959549181,-1.261745829,-1.420122878,0.80842572,-0.15213133,-0.291040947,1.298183024,-1.482822202,0.217943377,-0.00792116
DB00181,-13.45016682,-9.366601886,16.30519811,5.727286236,10.57325689,2.133926536,-2.039162548,7.486371231,-10.16983007,4.195077098,1.326788016,1.064372614,0.158182503,0.798677449,0.624052765,-0.57499702,5.341130825,-6.681823032,-3.810275551,-4.096975724,-1.084110026,0.429351681,-3.061925313,0.752689933,3.608357959,2.758050727,2.221667412,-2.126110323,0.76903278,-0.29650751,1.781148716,0.196910655,-0.828345102,1.326416737,-2.496949519,0.006690435,-1.776844324,0.363659384,-1.557714974,3.208077404,-2.637351254,0.215039484,0.45925634,0.021821007,1.943606519,0.012164971,-1.560520864,-1.171603388,-0.687261308,0.296950123
DB00182,-15.23198836,-20.42291436,1.842295606,-8.394952864,21.51333426,3.12889003,-6.293766373,-1.393225861,4.650505741,-10.99463257,0.034207851,3.685513461,-2.296062872,-1.082174738,-5.963555745,1.771092042,1.045216431,-0.313202074,2.455449122,-0.865099218,1.009913062,1.410184683,-6.474524757,-4.351396281,1.206918837,0.511178078,1.602867251,-1.735138125,1.205759179,-3.960689875,1.458765018,-1.208715499,-0.640238272,-4.031968036,-2.448912847,-2.575795939,1.257211037,1.362985309,3.557185942,1.374677673,-0.423086797,1.501647029,-1.122398594,-0.589260609,-1.362931573,1.800186259,0.256151623,-2.035034219,-0.288814654,1.720062753
DB00184,3.467100495,0.511770244,-15.62659326,4.72861455,12.28488464,2.143197092,5.742514797,2.183620377,0.610761627,-8.116296831,3.13293104,4.110425024,0.903213494,-1.524626487,-2.854306287,-2.109221978,3.569294446,2.886820966,-0.805962932,0.47755294,-4.928197975,-1.075681695,4.256611407,0.541665251,0.929601169,-0.171501698,0.641459309,-4.236348582,1.189903427,1.939628644,-1.77015507,-2.203687174,1.8591341,-3.353349393,1.159706877,-0.742484036,-1.514615994,-0.058996629,0.651118326,0.883711078,-0.932207882,-0.331166887,3.612256265,0.591290446,-1.785969523,-1.663602616,-0.327038068,-0.115998753,-2.032655854,-1.940991978
DB00185,41.16752659,7.699324393,-21.18039199,-4.046984233,6.952287393,2.50012263,8.650150896,1.595740548,-1.518091565,-4.555277319,-0.339911756,0.055141404,2.745288765,-0.544681495,4.247672483,-1.815414671,0.708679361,0.53237637,-2.569728348,2.263737624,-0.182300846,-1.621044062,1.101674175,-2.626105179,0.543433881,-0.499991564,-0.049135836,0.222749141,-0.205546276,-1.014961856,0.336099495,0.692533784,0.162336786,-1.417276872,-0.135023017,-0.924552234,-1.148200653,-0.892978626,0.083966038,-0.151362099,0.770852266,-0.293915997,-0.633846855,-0.749624734,0.417655672,0.102997913,1.413652453,-0.285419012,-0.281794555,-1.463232362
DB00186,-27.48143564,-12.12051487,-12.87339908,7.443933635,-2.488409585,4.380709921,-7.744099758,2.17382385,1.137676285,5.905092642,-0.362762985,-4.01619201,-7.367449337,-4.653218519,1.370764805,3.779844976,2.410782579,-9.646864809,2.086784712,-0.961194535,-4.097243722,-0.247252218,-0.227804718,-0.800742966,2.968760138,0.650427647,-0.03471009,0.682482998,1.715645388,1.745194543,1.776656133,2.319600258,-0.113082699,1.091446332,-2.1824451,1.345386666,1.342726359,0.215746491,-1.172482362,-1.262493865,1.453117377,0.095832582,-0.944368522,0.761892889,0.321867429,-2.30841894,-0.685476799,0.153247773,1.357922755,-0.480588485
DB00187,-16.79746441,-2.093037121,24.56800771,-3.031538304,4.253204455,-15.45851139,0.531124646,-1.884367215,-6.913277178,-4.141180061,0.330240485,3.171784383,4.09425199,6.179601966,1.384410478,2.963533049,-0.600457646,-1.085446432,-2.794988883,-2.033872381,-7.286011115,1.36574063,-2.456630883,-4.218642312,-1.613088152,2.301769412,0.292611005,3.664872702,-1.485615581,4.372432595,-1.093484341,2.93675391,-5.233075424,-0.441587492,-0.266613299,3.705958458,0.758532391,1.752983032,4.780062564,0.208391637,-0.530561117,4.235464118,-0.013489454,-1.623121074,-1.425172282,-2.308126884,-1.235294447,-0.672825032,0.629307312,-2.32484162
DB00188,-19.63249304,-7.019011944,12.69590679,-9.33445819,1.257268844,5.502539089,-3.543591329,-0.596991069,1.030834298,-3.876879741,-2.438557021,1.45259025,5.508242396,1.91341834,-6.90920427,0.223648862,2.30246366,-1.205216134,5.291128544,-0.227466409,-2.713527804,0.977925997,0.413489323,-0.371181824,0.360958683,0.497936848,-0.302393719,-1.19690635,0.005639031,-0.677615897,-3.244186822,-2.081448602,-0.753932727,-1.413900913,-0.026554994,-2.934881551,-0.249040291,-0.536676939,2.8742318,0.413414339,2.488503139,0.177201114,1.044012935,0.511283796,-0.062589584,0.030987155,1.646107913,1.307448019,1.224785537,0.088917101
